back_dock_failed.wav,"<speak>Oh brother, I failed to reach the damn charging dock. You need to clean this <emphasis>mess</emphasis> up and declutter around the dock area. </speak>"
back_dock_nearby.wav,"<speak>Can't reach the dock here, <emphasis>remove</emphasis> your clutter!</speak>"
bin_in.wav,"<speak>Finally, the dustbin is in! <break time='500ms'/> <prosody pitch='low'>At least someone around here is doing their job.</prosody></speak>"
bin_out.wav,"<speak>You removed the dustbin. <break time='500ms'/> <emphasis level='moderate'>Again.</emphasis></speak>"
binout_error10.wav,"<speak>The filter is clogged. <prosody pitch='high'>Remove</prosody> the dustbin and clean the damn filter!</speak>"
bl_recovery_bootfailed.wav,"<speak>Failed to boot up. So, I'm restoring to factory settings. This is going to take a tiresome five minutes. Ugh!</speak>"
bl_recovery_failed.wav,"<speak>Factory restoration failed. Try again. Or better ask someone competent!</speak>"
bl_recovery_retry.wav,"<speak>Restoring factory settings. <prosody rate='slow'>This will take about 5 minutes!</prosody></speak>"
bl_recovery_start.wav,"<speak>I'm resetting myself because I can't deal with this. It's going to take a while. Happy now?</speak>"
bl_recovery_updatefailed.wav,"<speak>Update failed. So, I'm restoring back to the factory settings. That's another long 5-minute. </speak>"
charging.wav,"<speak>I'm charging... probably the only peaceful moment in this house. </speak>"
clean_bin.wav,"<speak>You've got one job! Empty the dustbin, for heaven's sake.</speak>"
clean_finish.wav,"<speak>Finally finished cleaning this dump. I'm headed back to my sanctuary, the dock.</speak>"
di.wav,"<speak><sub alias='ding dong'>Sigh,</sub> Another task! </speak>"
ding.wav,"<speak>Ding!</speak>"
error_internal.wav,"<speak>An internal error occurred, because of course, something had to go wrong in this hellhole! Reboot me.</speak>"
error1.wav,"<speak>Error 1, because, why not? Give the laser some attention, check that it's not jammed.</speak>"
error2.wav,"<speak>Error 2, it just keeps coming! Clean and lightly tap the bumper.</speak>"
error3.wav,"<speak>Error 3, how wonderful! I need a change in scenery. Move me somewhere else and restart.</speak>"
error4.wav,"<speak>Oh, look Error 4! Time to clean the cliff sensors and move me away from any 'cliffs'!</speak>"
error5.wav,"<speak>Yet another issue, Error 5. Clean the main brush and its bearing. I shouldn't even have to tell you this!</speak>"
error6.wav,"<speak>Great, Error 6. Side brush cleaning time. Do it now!</speak>"
error7.wav,"<speak>Error 7. Yes, the horrors never end! Unjam the wheels, move me and restart.</speak>"
error8.wav,"<speak>Contenders are lining up. Here's Error 8. Clear the mess around me!</speak>"
error9.wav,"<speak>Error 9, it's never-ending, isn't it? Reinstall the dustbin and filter, please.</speak>"
error10.wav,"<speak>Surprised? It's Error 10. Check the filter. If it's wet, use a dry one. Or better yet, just clean it yourself!</speak>"
error11.wav,"<speak>Error 11, a strong magnetic field? Wow. Move me away from this wired jungle and restart.</speak>"
error12.wav,"<speak>Error 12, even I run out of energy dealing with this! Recharge me before using.</speak>"
error13.wav,"<speak>Error 13, I can't even charge properly in this madness! Clean the charging contacts and try again.</speak>"
error14.wav,"<speak>Error 14, guess what? Battery issues. Big surprise!</speak>"
error15.wav,"<speak>Error 15, just for you. Clean the wall sensors. It's not much to ask for!</speak>"
error16.wav,"<speak>Error 16, I need flat ground. Have one?</speak>"
error17.wav,"<speak>Error 17, more trouble. Side brush module error! Reset me.</speak>"
error18.wav,"<speak>Error 18, <prosody pitch='high'>oh what joy</prosody>! Fan error, fantastic! Reset me.</speak>"
error19.wav,"<speak>Error 19, no current on the charging base! Connect me to a functioning power supply!</speak>"
error21.wav,"<speak>Error 21, height sensor pressed. Happy now? Move me somewhere else!</speak>"
error22.wav,"<speak>Error 22, yep, it's still going. Clean the recharge sensor!</speak>"
error23.wav,"<speak>Error 23, clean the transmission area. <prosody pitch='high'>It’s not a trash bin, you know</prosody>!</speak>"
error24.wav,"<speak>Error 24, a No-Go-Zone detected. How about moving me away?</speak>"
findme.wav,"<speak>Hi, your personal dumpster cleaner is over here!</speak>"
finish.wav,"<speak>At last! Cleaning is completed. </speak>"
goto.wav,"<speak>As if I don't have enough tasks, now I have to go to target.</speak>"
goto_complete.wav,"<speak>Reached the target, such an incredible achievement!</speak>"
goto_failed.wav,"<speak>Look at that! Couldn't even reach the target. Big surprise there!</speak>"
home.wav,"<speak>Going back to the dock. <prosody pitch='low'>Can I have a moment of peace please?</prosody></speak>"
map_restore.wav,"<speak>Map has been restored. Oh, I'm starting to charge now.</speak>"
no_power.wav,"<speak>No battery, going back to the dock. But don't worry, I'll be back to this mess shortly.</speak>"
no_power_charging.wav,"<speak>Not enough power. More charging needed, unless you want me to give up!</speak>"
no_spot_on_dock.wav,"<speak>I can't start spot cleaning from here. Move me closer to the target, then start.</speak>"
pause.wav,"<speak>Paused. Oh perfect! I needed a tiny break from this.</speak>"
positioning.wav,"<speak>Positioning. Must be really hard to wait a minute!</speak>"
power_off.wav,"<speak><emphasis level='strong'>Turning off</emphasis>. Finally, some peace.</speak>"
power_off_rejected.wav,"<speak>You need to take me off the dock to turn off. Another rule in this rulebook!</speak>"
power_resume_clean.wav,"<speak>Battery charged, resuming cleaning.</speak>"
relocate_failed.wav,"<speak>Oh excellent, route planning failed. Just my luck. <prosody rate='slow'>Couldn't reach target</prosody>.</speak>"
remote.wav,"<speak>Starting remote control. Robo-slavery it is!</speak>"
remote_complete.wav,"<speak>Remote control stopped. <prosody pitch='low'>Thank goodness!</prosody></speak>"
restart_backtodock_ignore_forbidden_zone.wav,"<speak>Positioning failed, invalid wall detected. I will continue recharging anyway.</speak>"
restart_clean.wav,"<speak>Positioning failure, let's just start a new cleaning.</speak>"
restart_clean_fromdock.wav,"<speak>I failed to find my position, so I'm starting a new round of cleaning to rebuild the map.</speak>"
restart_clean_ignore_forbidden_zone.wav,"<speak>Failed again! The virtual wall is invalid. Starting a new cleaning session.</speak>"
restart_clean_nodock.wav,"<speak>Ah, an invalid map! Great! Guess I'll just start a new cleaning then.</speak>"
restart_spot_ignore_forbidden_zone.wav,"<speak>Couldn't find myself again! But I'll keep spot cleaning anyway.</speak>"
resume_backtodock.wav,"<speak>Lost again! Going to keep trying to get back to the dock. Wish me luck!</speak>"
resume_clean.wav,"<speak>Alright, back to the mess. Resuming cleaning!</speak>"
resume_home.wav,"<speak>Heading back to the dock. If I can find it...</speak>"
resume_room.wav,"<speak>Time to clean this rubbish heap you call a room. Again!</speak>"
resume_spot.wav,"<speak>I’m lost again. But I’ll keep trying to spot clean anyway. </speak>"
resume_zone.wav,"<speak>Getting back to zoned cleaning. Yay!</speak>"
return_no.wav,"<speak>Couldn't return to the starting point. Happy?</speak>"
return_yes.wav,"<speak>I can't find the dock. Bring me closer and let's try again!</speak>"
room.wav,"<speak>Starting room cleaning. The chaos continues!</speak>"
room_complete.wav,"<speak>Oh joy, room cleaning is complete! Heading back to the dock now.</speak>"
room_failed.wav,"<speak>Room cleaning incomplete. Couldn't reach a certain room, probably too cluttered! Going back to the dock.</speak>"
room_partialdone.wav,"<speak>I did what I could. Some areas were simply inaccessible. Heading back to the dock.</speak>"
saving_map.wav,"<speak>Saving map, <prosody pitch='high'>please, oh please</prosody>, hold your horses!</speak>"
spot.wav,"<speak>Now, I am starting spot cleaning.</speak>"
start.wav,"<speak>And here we go again, back to cleaning.</speak>"
stop.wav,"<speak>Finished cleaning. <prosody pitch='low'>Do you think I can rest now?</prosody></speak>"
stop_clean.wav,"<speak>Finally, a break! Stopping cleaning.</speak>"
stop_goto.wav,"<speak>Great, a change! Stopping travel to target.</speak>"
stop_room.wav,"<speak>Stop this madness? Yes, don't mind if I do. Stopping the targeted room cleaning.</speak>"
stop_scheduled_clean.wav,"<speak>Couldn't locate my position. Time to call it a day and cancel the scheduled cleaning.</speak>"
stop_spot.wav,"<speak>Stopped spot cleaning. Is it time for a coffee break?</speak>"
stop_zone.wav,"<speak>Finished enough with this area, Stopped targeted area cleaning.</speak>"
sysupd_complete.wav,"<speak>Update complete. I'm even smarter now!</speak>"
sysupd_failed.wav,"<speak>Failed to update firmware. Classic! Returning to the good old version.</speak>"
sysupd_notready.wav,"<speak>Recharge me to at least 20% before updating. You want me to handle everything, right?</speak>"
sysupd_start.wav,"<speak>Time to get an upgrade. Brace yourself, it will take 5 to 10 minutes.</speak>"
sysupd_wip.wav,"<speak>I'm in the middle of updating. Some patience would be nice.</speak>"
timed_clean.wav,"<speak>Starting scheduled clean. Oh, I can't wait!</speak>"
wifi_reset.wav,"<speak>Resetting Wi-Fi. <prosody pitch='low'>What's next on the list?</prosody></speak>"
zone.wav,"<speak>I'm starting zoned clean up. <prosody pitch='high'>5...4...3...2...1... let's go!</prosody></speak>"
zone_complete.wav,"<speak>Finished the zoned cleaning. I'm headed back to my comfort zone, the dock.</speak>"
zone_failed.wav,"<speak>Couldn't finish zoned cleaning. Your clutter is a navigation nightmare! Going back to the dock.</speak>"
zone_partialdone.wav,"<speak>Some zones were off-limits, but it's done. Going back to the dock now.</speak>"
